participant2,recording,chunk,block,part,length,confidence,happy,sooth,love,exaggerate,nat_inf_label2,duration2
TSMA2,3026,chunk1,FA1,1725530-1728100,2.57,1,0,1,0,1,T,18
TSMA2,2109,chunk1,FA1,3544029-3545144,1.115,2,0,0,0,0,T,54
TSMA2,2109,chunk1,FA1,3579785-3580395,0.61,4,0,1,0,0,T,48
TSMA2,2109,chunk1,FA1,3593258-3593900,0.642,4,4,3,3,4,T,19
TSMA2,2109,chunk10,FA1,14351526-14352189,0.663,3,0,1,0,0,A,11
TSMA2,2109,chunk10,FA1,14354387-14355944,1.557,2,0,1,0,1,A,15
TSMA2,3026,chunk10,FA1,5749130-5750280,1.15,1,0,1,0,0,T,8
TSMA2,2109,chunk11,FA1,14380507-14382394,1.887,2,3,2,3,2,A,12
TSMA2,2109,chunk11,FA1,14395418-14396095,0.677,2,0,0,2,0,A,11
TSMA2,2109,chunk11,FA1,14397366-14398302,0.936,2,3,2,1,1,A,18
TSMA2,2109,chunk11,FA1,14420204-14421186,0.982,2,1,0,1,0,A,29
TSMA2,3026,chunk11,FA1,5815842-5816239,0.397,1,0,0,0,0,T,10
TSMA2,3026,chunk11,FA1,5830066-5830586,0.52,1,0,0,0,0,T,13
TSMA2,3026,chunk11,FA1,5836985-5837401,0.416,2,0,0,0,0,T,11
TSMA2,2109,chunk12,FA1,14427593-14428162,0.569,2,0,0,0,0,A,10
TSMA2,2109,chunk12,FA1,14465746-14466302,0.556,2,2,1,2,1,A,8
TSMA2,3026,chunk12,FA1,5890449-5891500,1.051,1,0,1,0,2,T,15
TSMA2,8787,chunk12,FA2,9057065-9057565,0.5,1,2,2,1,1,T,10
TSMA2,8787,chunk12,FA2,9088700-9089200,0.5,1,3,3,3,3,T,13
TSMA2,8787,chunk13,FA2,9132966-9133988,1.022,1,1,1,1,1,T,9
TSMA2,8787,chunk13,FA2,9143766-9144855,1.089,2,2,2,1,2,T,13
TSMA2,3026,chunk14,FA1,8926110-8927480,1.37,1,0,0,0,0,T,12
TSMA2,8787,chunk14,FA2,9183157-9184142,0.985,4,0,0,0,0,T,9
TSMA2,8787,chunk14,FA2,9202608-9205123,2.515,3,0,0,0,0,A,16
TSMA2,3026,chunk15,FA1,8982657-8983773,1.116,1,0,1,0,0,T,24
TSMA2,3026,chunk15,FA1,8984620-8985943,1.323,1,0,1,0,0,T,11
TSMA2,2109,chunk17,FA1,18168308-18168732,0.424,2,0,0,0,0,T,12
TSMA2,8787,chunk17,FA2,9390142-9390804,0.662,2,2,1,0,2,T,10
TSMA2,2109,chunk18,FA1,20214430-20214808,0.378,2,0,0,0,0,T,11
TSMA2,2109,chunk18,FA1,20221108-20221570,0.462,2,0,0,0,0,T,9
TSMA2,2109,chunk18,FA1,20226792-20227076,0.284,2,3,0,1,1,T,9
TSMA2,8787,chunk18,FA2,9500970-9501470,0.5,1,0,0,0,0,T,10
TSMA2,8787,chunk18,FA2,9526050-9526600,0.55,0,0,0,0,0,T,7
TSMA2,3026,chunk19,FA1,13578840-13579290,0.45,1,1,0,1,0,T,10
TSMA2,2109,chunk19,FA1,22712384-22713280,0.896,2,3,2,1,0,T,12
TSMA2,2109,chunk2,FA1,3606215-3606377,0.162,4,0,0,0,0,T,17
TSMA2,2109,chunk2,FA1,3650280-3651174,0.894,2,0,1,1,0,T,20
TSMA2,8787,chunk20,FA1,14545620-14546254,0.634,3,0,2,0,0,C,12
TSMA2,3026,chunk20,FA1,15454646-15455780,1.134,1,3,2,1,0,T,14
TSMA2,8787,chunk21,FA1,14601533-14601986,0.453,1,0,0,2,0,C,10
TSMA2,8787,chunk21,FA1,14654466-14654861,0.395,3,0,0,1,0,C,12
TSMA2,2109,chunk21,FA1,22855732-22856108,0.376,1,4,3,2,1,T,12
TSMA2,3026,chunk22,FA1,17050830-17051630,0.8,1,0,0,0,0,T,10
TSMA2,3026,chunk22,FA1,17053090-17053610,0.52,4,0,0,0,0,T,7
TSMA2,2109,chunk22,FA1,22910806-22912224,1.418,2,0,1,1,1,T,11
TSMA2,2109,chunk22,FA1,22913178-22916060,2.882,1,3,3,1,3,T,12
TSMA2,2109,chunk22,FA1,22922720-22923548,0.828,1,3,3,1,3,T,11
TSMA2,3026,chunk24,FA1,17218110-17220010,1.9,2,0,1,0,0,T,17
TSMA2,2109,chunk24,FA1,24357316-24357612,0.296,1,0,0,0,0,T,11
TSMA2,2109,chunk25,FA1,24596984-24597664,0.68,1,0,1,0,1,T,14
TSMA2,2109,chunk25,FA1,24619425-24619972,0.547,1,0,0,1,2,T,16
TSMA2,2109,chunk26,FA1,25228708-25229502,0.794,1,0,0,0,2,T,11
TSMA2,2109,chunk26,FA1,25232574-25232876,0.302,1,0,0,0,0,T,13
TSMA2,2109,chunk26,FA1,25249904-25250976,1.072,1,0,1,1,2,T,9
TSMA2,8787,chunk27,FA1,15247140-15247970,0.83,4,0,0,0,0,T,8
TSMA2,8787,chunk27,FA1,15261275-15261815,0.54,4,0,0,0,0,T,7
TSMA2,3026,chunk27,FA1,29288558-29289409,0.851,4,0,0,0,0,T,11
TSMA2,2109,chunk28,FA1,29290304-29290976,0.672,1,0,1,0,1,T,9
TSMA2,2109,chunk28,FA1,29295990-29296388,0.398,1,0,0,0,0,T,10
TSMA2,3026,chunk29,FA1,29389847-29393064,3.217,1,0,1,0,1,C,10
TSMA2,2109,chunk3,FA1,3673484-3676022,2.538,4,4,4,4,4,T,15
TSMA2,2109,chunk3,FA1,3676723-3677069,0.346,4,0,1,0,0,T,12
TSMA2,8787,chunk30,FA2,19405200-19407670,2.47,3,3,3,2,2,T,12
TSMA2,8787,chunk31,FA2,19487165-19487565,0.4,2,0,0,0,0,T,7
TSMA2,2109,chunk31,FA1,30760496-30760800,0.304,2,1,2,2,0,T,9
TSMA2,2109,chunk31,FA1,30768460-30768992,0.532,1,1,1,1,0,T,7
TSMA2,8787,chunk32,FA2,19515289-19516639,1.35,1,4,4,4,4,A,10
TSMA2,8787,chunk32,FA2,19535129-19537143,2.014,1,4,4,4,4,C,7
TSMA2,8787,chunk32,FA2,19543969-19547395,3.426,4,4,4,4,4,C,8
TSMA2,2109,chunk32,FA1,31660680-31660968,0.288,2,0,0,0,0,T,12
TSMA2,2109,chunk32,FA1,31670300-31670760,0.46,1,0,2,1,0,T,10
TSMA2,8787,chunk37,FA1,25568287-25570482,2.195,2,2,2,0,4,C,13
TSMA2,8787,chunk38,FA1,25684779-25685401,0.622,3,0,3,2,0,A,10
TSMA2,8787,chunk38,FA1,25687416-25688388,0.972,2,2,2,1,0,A,9
TSMA2,3026,chunk4,FA1,1937561-1939172,1.611,1,0,0,0,0,C,14
TSMA2,3026,chunk40,FA1,32554839-32555510,0.671,4,0,0,0,0,C,8
TSMA2,3026,chunk40,FA1,32560745-32561244,0.499,4,3,2,1,0,A,8
TSMA2,3026,chunk42,FA1,32681267-32682600,1.333,1,0,0,0,0,C,9
TSMA2,8787,chunk47,FA2,28186905-28188000,1.095,4,4,4,4,4,T,11
TSMA2,2109,chunk5,FA1,4030674-4030807,0.133,4,0,1,0,0,T,16
TSMA2,2109,chunk6,FA1,4095542-4095903,0.361,4,0,0,0,0,T,11
TSMA2,2109,chunk6,FA1,4098584-4098812,0.228,3,1,2,0,1,T,14
TSMA2,2109,chunk6,FA1,4102388-4102896,0.508,1,0,1,0,0,T,18
TSMA2,2109,chunk6,FA1,4104430-4104798,0.368,1,0,1,1,0,T,30
TSMA2,2109,chunk6,FA1,4127990-4129054,1.064,3,1,3,1,1,T,17
TSMA2,2109,chunk6,FA1,4132669-4133090,0.421,1,0,0,0,0,T,9
TSMA2,2109,chunk6,FA1,4137008-4137831,0.823,2,3,3,1,3,T,12
TSMA2,2109,chunk7,FA1,4184903-4185702,0.799,2,1,2,0,1,T,21
TSMA2,2109,chunk8,FA1,4328280-4328639,0.359,1,0,0,0,0,T,15
TSMA2,2109,chunk8,FA1,4328834-4329069,0.235,3,0,0,0,0,T,10
TSMA2,2109,chunk8,FA1,4331305-4331502,0.197,3,0,0,0,0,T,10
TSMA2,2109,chunk8,FA1,4338665-4338989,0.324,2,0,0,0,0,T,10
TSMA2,2109,chunk8,FA1,4344579-4344940,0.361,2,0,1,0,1,T,13
TSMA2,2109,chunk8,FA1,4346605-4346841,0.236,2,0,0,0,1,T,11
TSMA2,2109,chunk8,FA1,4347224-4347914,0.69,2,0,0,0,1,T,10
TSMA2,2109,chunk8,FA1,4370749-4371725,0.976,3,0,1,1,1,T,15
TSMA20,3026,chunk1,FA1,1725530-1728100,2.57,4,0,2,2,0,T,8
TSMA20,2109,chunk1,FA1,3544029-3545144,1.115,2,1,0,0,3,T,71
TSMA20,2109,chunk1,FA1,3579785-3580395,0.61,3,1,3,2,0,T,15
TSMA20,2109,chunk1,FA1,3593258-3593900,0.642,4,2,0,0,4,T,10
TSMA20,2109,chunk10,FA1,14351526-14352189,0.663,1,0,0,0,1,A,15
TSMA20,2109,chunk10,FA1,14354387-14355944,1.557,3,0,2,1,0,A,14
TSMA20,3026,chunk10,FA1,5749130-5750280,1.15,3,2,0,0,0,T,8
TSMA20,2109,chunk11,FA1,14380507-14382394,1.887,3,1,2,2,0,A,14
TSMA20,2109,chunk11,FA1,14395418-14396095,0.677,4,2,0,1,4,A,11
TSMA20,2109,chunk11,FA1,14397366-14398302,0.936,2,0,0,1,0,A,11
TSMA20,2109,chunk11,FA1,14420204-14421186,0.982,1,0,1,1,0,A,9
TSMA20,3026,chunk11,FA1,5815842-5816239,0.397,1,0,2,0,0,T,6
TSMA20,3026,chunk11,FA1,5830066-5830586,0.52,1,2,0,2,0,T,8
TSMA20,3026,chunk11,FA1,5836985-5837401,0.416,4,3,0,2,1,T,11
TSMA20,2109,chunk12,FA1,14427593-14428162,0.569,1,0,0,1,0,A,9
TSMA20,2109,chunk12,FA1,14465746-14466302,0.556,4,0,4,2,0,A,9
TSMA20,3026,chunk12,FA1,5890449-5891500,1.051,3,0,2,2,0,T,10
TSMA20,8787,chunk12,FA2,9057065-9057565,0.5,1,1,0,2,0,T,11
TSMA20,8787,chunk12,FA2,9088700-9089200,0.5,3,2,0,1,2,T,8
TSMA20,8787,chunk13,FA2,9132966-9133988,1.022,3,3,0,2,0,T,16
TSMA20,8787,chunk13,FA2,9143766-9144855,1.089,4,2,0,0,3,T,10
TSMA20,3026,chunk14,FA1,8926110-8927480,1.37,3,0,0,2,0,T,9
TSMA20,8787,chunk14,FA2,9183157-9184142,0.985,3,2,0,0,2,T,9
TSMA20,8787,chunk14,FA2,9202608-9205123,2.515,3,3,1,2,1,A,9
TSMA20,3026,chunk15,FA1,8982657-8983773,1.116,1,0,0,2,0,T,14
TSMA20,3026,chunk15,FA1,8984620-8985943,1.323,3,1,2,2,0,T,11
TSMA20,2109,chunk17,FA1,18168308-18168732,0.424,4,0,0,0,2,T,14
TSMA20,8787,chunk17,FA2,9390142-9390804,0.662,4,2,0,1,4,T,11
TSMA20,2109,chunk18,FA1,20214430-20214808,0.378,4,1,0,2,0,T,9
TSMA20,2109,chunk18,FA1,20221108-20221570,0.462,3,1,0,1,0,T,12
TSMA20,2109,chunk18,FA1,20226792-20227076,0.284,3,3,0,2,0,T,9
TSMA20,8787,chunk18,FA2,9500970-9501470,0.5,3,1,3,1,0,T,9
TSMA20,8787,chunk18,FA2,9526050-9526600,0.55,4,1,3,2,0,T,17
TSMA20,3026,chunk19,FA1,13578840-13579290,0.45,3,2,0,0,3,T,10
TSMA20,2109,chunk19,FA1,22712384-22713280,0.896,3,2,0,0,3,T,9
TSMA20,2109,chunk2,FA1,3606215-3606377,0.162,1,0,0,0,2,T,16
TSMA20,2109,chunk2,FA1,3650280-3651174,0.894,3,0,3,1,0,T,15
TSMA20,8787,chunk20,FA1,14545620-14546254,0.634,3,2,2,2,2,C,9
TSMA20,3026,chunk20,FA1,15454646-15455780,1.134,4,0,3,2,0,T,8
TSMA20,8787,chunk21,FA1,14601533-14601986,0.453,1,1,0,0,2,C,8
TSMA20,8787,chunk21,FA1,14654466-14654861,0.395,2,2,0,1,3,C,7
TSMA20,2109,chunk21,FA1,22855732-22856108,0.376,1,0,0,1,0,T,16
TSMA20,3026,chunk22,FA1,17050830-17051630,0.8,3,1,1,2,1,T,7
TSMA20,3026,chunk22,FA1,17053090-17053610,0.52,3,2,1,1,0,T,10
TSMA20,2109,chunk22,FA1,22910806-22912224,1.418,4,0,0,0,1,T,10
TSMA20,2109,chunk22,FA1,22913178-22916060,2.882,3,0,0,0,1,T,22
TSMA20,2109,chunk22,FA1,22922720-22923548,0.828,3,2,0,0,1,T,9
TSMA20,3026,chunk24,FA1,17218110-17220010,1.9,4,3,1,3,0,T,13
TSMA20,2109,chunk24,FA1,24357316-24357612,0.296,4,1,0,2,0,T,10
TSMA20,2109,chunk25,FA1,24596984-24597664,0.68,3,0,0,2,2,T,10
TSMA20,2109,chunk25,FA1,24619425-24619972,0.547,4,0,2,1,1,T,8
TSMA20,2109,chunk26,FA1,25228708-25229502,0.794,2,0,1,1,1,T,3
TSMA20,2109,chunk26,FA1,25232574-25232876,0.302,3,0,1,1,0,T,9
TSMA20,2109,chunk26,FA1,25249904-25250976,1.072,4,0,1,2,0,T,9
TSMA20,8787,chunk27,FA1,15247140-15247970,0.83,3,3,2,3,0,T,14
TSMA20,8787,chunk27,FA1,15261275-15261815,0.54,1,2,1,2,0,T,9
TSMA20,3026,chunk27,FA1,29288558-29289409,0.851,3,1,0,2,2,T,11
TSMA20,2109,chunk28,FA1,29290304-29290976,0.672,3,0,0,2,1,T,8
TSMA20,2109,chunk28,FA1,29295990-29296388,0.398,4,0,2,2,0,T,7
TSMA20,3026,chunk29,FA1,29389847-29393064,3.217,1,0,1,2,0,C,11
TSMA20,2109,chunk3,FA1,3673484-3676022,2.538,2,0,1,3,0,T,20
TSMA20,2109,chunk3,FA1,3676723-3677069,0.346,3,0,0,0,1,T,12
TSMA20,8787,chunk30,FA2,19405200-19407670,2.47,4,3,2,4,1,T,10
TSMA20,8787,chunk30,FA2,19437965-19438269,0.304,2,2,0,1,0,T,9
TSMA20,8787,chunk31,FA2,19487165-19487565,0.4,3,2,0,1,1,T,8
TSMA20,2109,chunk31,FA1,30760496-30760800,0.304,4,2,0,0,4,T,13
TSMA20,2109,chunk31,FA1,30768460-30768992,0.532,4,3,0,2,1,T,11
TSMA20,8787,chunk32,FA2,19515289-19516639,1.35,3,2,0,1,3,A,8
TSMA20,8787,chunk32,FA2,19535129-19537143,2.014,3,2,0,2,4,C,6
TSMA20,8787,chunk32,FA2,19543969-19547395,3.426,4,2,1,2,3,C,9
TSMA20,2109,chunk32,FA1,31660680-31660968,0.288,3,2,0,1,1,T,8
TSMA20,2109,chunk32,FA1,31670300-31670760,0.46,1,1,1,0,0,T,10
TSMA20,8787,chunk37,FA1,25568287-25570482,2.195,3,3,0,3,4,C,12
TSMA20,8787,chunk38,FA1,25684779-25685401,0.622,1,0,1,1,0,A,9
TSMA20,8787,chunk38,FA1,25687416-25688388,0.972,3,2,0,2,2,A,6
TSMA20,3026,chunk4,FA1,1937561-1939172,1.611,3,1,0,0,2,C,10
TSMA20,3026,chunk40,FA1,32554839-32555510,0.671,3,0,3,2,0,C,8
TSMA20,3026,chunk40,FA1,32560745-32561244,0.499,2,0,2,2,0,A,9
TSMA20,3026,chunk42,FA1,32681267-32682600,1.333,1,1,0,1,1,C,8
TSMA20,8787,chunk47,FA2,28186905-28188000,1.095,4,3,2,2,3,T,8
TSMA20,2109,chunk5,FA1,4030674-4030807,0.133,1,1,0,0,0,T,21
TSMA20,2109,chunk6,FA1,4095542-4095903,0.361,4,0,3,1,0,T,14
TSMA20,2109,chunk6,FA1,4098584-4098812,0.228,4,0,0,0,3,T,11
TSMA20,2109,chunk6,FA1,4102388-4102896,0.508,3,2,0,0,4,T,12
TSMA20,2109,chunk6,FA1,4104430-4104798,0.368,3,2,1,1,2,T,14
TSMA20,2109,chunk6,FA1,4127990-4129054,1.064,4,3,0,2,2,T,13
TSMA20,2109,chunk6,FA1,4132669-4133090,0.421,4,1,0,1,2,T,12
TSMA20,2109,chunk6,FA1,4137008-4137831,0.823,3,1,3,1,0,T,12
TSMA20,2109,chunk7,FA1,4184903-4185702,0.799,2,0,1,0,0,T,12
TSMA20,2109,chunk8,FA1,4328280-4328639,0.359,2,0,0,0,2,T,9
TSMA20,2109,chunk8,FA1,4328834-4329069,0.235,1,0,0,0,2,T,9
TSMA20,2109,chunk8,FA1,4331305-4331502,0.197,3,0,0,0,0,T,8
TSMA20,2109,chunk8,FA1,4338665-4338989,0.324,2,0,2,1,0,T,9
TSMA20,2109,chunk8,FA1,4344579-4344940,0.361,3,3,1,2,1,T,22
TSMA20,2109,chunk8,FA1,4346605-4346841,0.236,0,0,0,0,3,T,6
TSMA20,2109,chunk8,FA1,4347224-4347914,0.69,4,1,3,2,0,T,9
TSMA20,2109,chunk8,FA1,4370749-4371725,0.976,4,0,0,0,3,T,13
TSMA21,6216,chunk1,FA1,896410-897570,1.16,4,2,3,4,4,T,9
TSMA21,6216,chunk1,FA1,903695-906725,3.03,4,4,4,4,4,T,10
TSMA21,6216,chunk1,FA1,921780-923340,1.56,4,4,4,4,4,T,7
TSMA21,6216,chunk12,FA1,6383249-6383509,0.26,4,2,2,2,2,T,9
TSMA21,6216,chunk12,FA1,6393264-6394664,1.4,4,4,4,4,4,T,6
TSMA21,6216,chunk12,FA1,6441319-6443908,2.589,4,4,4,4,2,T,9
TSMA21,6216,chunk14,FA1,6527624-6528366,0.742,4,2,1,1,1,T,14
TSMA21,6216,chunk14,FA1,6531076-6532705,1.629,4,4,4,4,3,T,7
TSMA21,6216,chunk14,FA4,6554480-6554900,0.42,4,4,4,4,3,A,10
TSMA21,6216,chunk15,FA1,6611372-6612953,1.581,4,0,4,4,1,A,12
TSMA21,8179,chunk16,FA2,13865540-13865908,0.368,4,0,0,0,1,A,8
TSMA21,6216,chunk19,FA1,7598640-7599983,1.343,4,0,2,3,1,T,14
TSMA21,6216,chunk2,FA1,1571982-1572568,0.586,4,0,2,1,0,T,8
TSMA21,6216,chunk2,FA1,1593641-1594978,1.337,4,3,2,3,1,T,16
TSMA21,7326,chunk2,FA2,3901270-3902450,1.18,4,0,0,0,0,A,29
TSMA21,8179,chunk21,FA2,16292865-16295496,2.631,4,1,1,1,3,A,15
TSMA21,8179,chunk21,FA3,16296446-16297291,0.845,4,1,1,1,1,A,7
TSMA21,6216,chunk22,FA1,8899420-8900240,0.82,4,3,1,2,1,T,15
TSMA21,6216,chunk22,FA1,8925155-8925855,0.7,4,0,2,2,1,T,9
TSMA21,6216,chunk23,FA1,13959689-13960788,1.099,4,2,4,4,0,A,9
TSMA21,7326,chunk23,FA1,14995127-14996124,0.997,3,0,1,0,1,T,25
TSMA21,7326,chunk24,FA1,15047442-15048349,0.907,3,0,1,0,1,T,14
TSMA21,7326,chunk24,FA1,15076500-15078229,1.729,4,2,1,1,3,T,18
TSMA21,7326,chunk24,FA1,15079106-15079778,0.672,4,3,2,2,1,T,12
TSMA21,7326,chunk24,FA1,15085418-15086016,0.598,4,1,2,2,1,T,17
TSMA21,7326,chunk24,FA1,15088057-15088786,0.729,3,2,2,2,2,T,11
TSMA21,7326,chunk24,FA1,15089434-15090934,1.5,4,3,4,4,2,T,11
TSMA21,6216,chunk25,FA1,14149402-14152358,2.956,4,1,4,4,1,A,11
TSMA21,7326,chunk25,FA1,15114549-15114909,0.36,3,1,1,1,0,T,13
TSMA21,7326,chunk25,FA1,15122295-15122754,0.459,3,2,2,1,3,T,14
TSMA21,6216,chunk26,FA1,14203533-14205168,1.635,4,4,4,4,1,A,10
TSMA21,7326,chunk26,FA1,18388405-18388981,0.576,4,2,3,3,2,T,10
TSMA21,7326,chunk26,FA1,18395713-18397176,1.463,4,0,4,2,0,T,22
TSMA21,7326,chunk26,FA1,18399092-18399692,0.6,4,2,1,2,1,T,13
TSMA21,7326,chunk26,FA1,18402613-18403959,1.346,4,1,3,2,0,T,14
TSMA21,7326,chunk26,FA1,18405145-18405655,0.51,4,0,3,4,0,T,9
TSMA21,7326,chunk26,FA1,18409602-18410719,1.117,4,3,3,3,2,T,10
TSMA21,7326,chunk26,FA1,18412204-18413393,1.189,4,0,3,3,0,T,18
TSMA21,7326,chunk26,FA1,18422117-18422730,0.613,4,2,2,2,2,T,8
TSMA21,7326,chunk26,FA1,18423398-18423828,0.43,4,4,2,2,3,T,11
TSMA21,7326,chunk26,FA1,18424348-18425015,0.667,3,0,1,0,1,T,16
TSMA21,6216,chunk27,FA1,16611490-16612680,1.19,4,0,2,2,0,T,13
TSMA21,6216,chunk28,FA1,17832815-17833135,0.32,4,4,4,4,4,T,6
TSMA21,6216,chunk28,FA1,17847385-17848000,0.615,4,0,1,0,0,T,9
TSMA21,7326,chunk28,FA1,18525254-18527720,2.466,4,4,4,4,2,T,11
TSMA21,7326,chunk28,FA1,18534227-18534876,0.649,4,4,4,4,1,T,10
TSMA21,7326,chunk29,FA1,18576890-18577683,0.793,4,0,1,1,0,T,8
TSMA21,7326,chunk29,FA1,18578870-18580584,1.714,4,4,4,4,2,T,8
TSMA21,7326,chunk29,FA1,18601468-18602461,0.993,4,2,2,2,2,C,7
TSMA21,7326,chunk29,FA1,18603256-18604790,1.534,4,0,1,0,0,C,9
TSMA21,7326,chunk32,FA1,27157897-27158433,0.536,3,1,0,1,0,T,17
TSMA21,7326,chunk34,FA1,27398758-27399208,0.45,3,1,0,0,1,T,22
TSMA21,7326,chunk34,FA1,27400012-27400851,0.839,4,0,2,1,0,T,16
TSMA21,6216,chunk39,FA1,24007921-24008439,0.518,4,0,0,0,0,T,13
TSMA21,6216,chunk40,FA3,24044935-24045985,1.05,4,0,2,2,0,T,10
TSMA21,6216,chunk40,FA4,24079694-24080525,0.831,4,3,3,3,2,A,7
TSMA21,7326,chunk42,FA1,28064949-28065690,0.741,4,4,4,4,1,T,7
TSMA21,6216,chunk44,FA1,27346765-27347395,0.63,4,0,3,2,0,T,14
TSMA21,7326,chunk44,FA1,28471290-28472340,1.05,4,0,0,0,3,T,7
TSMA21,6216,chunk46,FA1,29105449-29105838,0.389,4,4,4,4,3,A,9
TSMA21,8179,chunk48,FA1,30255737-30256840,1.103,4,2,2,1,1,C,10
TSMA21,6216,chunk5,FA1,1856421-1857458,1.037,4,3,3,3,2,T,7
TSMA21,6216,chunk6,FA1,3379906-3381336,1.43,4,4,4,4,4,T,5
TSMA21,6216,chunk6,FA1,3416695-3417536,0.841,4,3,2,3,2,T,8
TSMA21,6216,chunk6,FA1,3418508-3419292,0.784,4,3,4,4,2,T,8
TSMA21,7326,chunk6,FA1,4402455-4403095,0.64,3,2,0,0,1,T,29
TSMA21,8179,chunk7,FA1,2410119-2410990,0.871,4,3,2,1,0,A,16
TSMA21,6216,chunk8,FA1,3515940-3516796,0.856,4,4,4,3,2,T,11
TSMA21,7326,chunk8,FA1,6565776-6566730,0.954,3,0,3,1,0,T,19
TSMA21,7326,chunk8,FA2,6566153-6566884,0.731,3,0,1,0,0,A,11
TSMA21,7326,chunk9,FA1,6927496-6928764,1.268,3,0,3,2,0,T,14
TSMA21,7326,chunk9,FA1,6935357-6936418,1.061,3,2,2,2,1,T,11
TSMA21,7326,chunk9,FA1,6940080-6941386,1.306,4,1,2,1,0,T,22
TSMA22,643,chunk1,FA1,1970580-1971675,1.095,1,0,0,0,0,C,12
TSMA22,643,chunk11,FA1,11130100-11130710,0.61,3,0,2,2,0,T,9
TSMA22,643,chunk11,FA1,11135799-11136280,0.481,1,0,2,2,0,T,7
TSMA22,643,chunk13,FA1,11276259-11276870,0.611,2,2,0,0,2,T,13
TSMA22,643,chunk13,FA1,11278211-11279081,0.87,2,2,0,2,2,T,9
TSMA22,643,chunk13,FA1,11280553-11281555,1.002,0,2,0,2,2,T,9
TSMA22,643,chunk13,FA1,11283035-11283520,0.485,2,0,1,0,0,T,13
TSMA22,643,chunk13,FA1,11288834-11290778,1.944,0,0,0,0,0,T,11
TSMA22,643,chunk13,FA1,11291655-11293667,2.012,0,0,0,0,0,T,11
TSMA22,2625,chunk15,FA1,10006988-10007435,0.447,4,0,0,0,0,T,67
TSMA22,643,chunk15,FA1,11395987-11397225,1.238,1,2,0,2,1,C,10
TSMA22,643,chunk15,FA1,11402131-11403831,1.7,0,0,0,0,0,C,8
TSMA22,643,chunk16,FA1,11450262-11451442,1.18,3,2,0,2,3,T,11
TSMA22,643,chunk16,FA1,11460013-11460782,0.769,2,1,0,1,1,T,11
TSMA22,2625,chunk17,FA1,12359701-12360702,1.001,1,1,0,0,1,C,30
TSMA22,643,chunk17,FA2,14258333-14259264,0.931,1,2,0,1,0,C,10
TSMA22,2625,chunk18,FA1,12394154-12394895,0.741,1,0,0,0,0,C,13
TSMA22,643,chunk19,FA2,14331953-14335836,3.883,1,0,2,0,0,C,9
TSMA22,643,chunk2,FA1,2016491-2017690,1.199,2,2,0,0,2,C,13
TSMA22,643,chunk2,FA1,2059578-2060477,0.899,1,2,0,0,2,C,13
TSMA22,643,chunk23,FA1,16625000-16625952,0.952,1,0,2,0,0,C,7
TSMA22,643,chunk23,FA1,16627528-16629715,2.187,0,0,0,0,0,C,9
TSMA22,643,chunk23,FA1,16631309-16634177,2.868,0,0,0,0,0,C,6
TSMA22,643,chunk23,FA1,16635372-16635975,0.603,0,0,0,0,0,C,10
TSMA22,643,chunk23,FA1,16647405-16648714,1.309,0,2,0,0,1,C,11
TSMA22,7220,chunk23,FA2,6314238-6315155,0.917,1,0,0,1,0,A,9
TSMA22,7220,chunk24,FA1,6382150-6384698,2.548,1,0,1,1,1,A,10
TSMA22,2625,chunk27,FA1,16659273-16660534,1.261,1,1,0,1,0,T,25
TSMA22,7220,chunk28,FA3,10140781-10142982,2.201,1,0,0,0,0,A,6
TSMA22,2625,chunk28,FA1,16704842-16705456,0.614,2,2,0,2,2,T,14
TSMA22,7220,chunk30,FA2,10259792-10260960,1.168,4,4,0,3,4,A,12
TSMA22,643,chunk30,FA1,20518422-20520287,1.865,1,0,2,1,0,C,10
TSMA22,7220,chunk31,FA3,10331446-10332114,0.668,1,0,0,0,2,A,7
TSMA22,7220,chunk31,FA3,10333771-10334051,0.28,0,0,0,0,0,A,4
TSMA22,643,chunk32,FA1,20648000-20648686,0.686,4,3,0,3,3,C,9
TSMA22,7220,chunk33,FA1,15227970-15228840,0.87,1,0,1,1,0,T,8
TSMA22,7220,chunk33,FA1,15234570-15235390,0.82,1,1,0,1,1,T,8
TSMA22,2625,chunk34,FA1,27374608-27374951,0.343,3,3,0,1,2,C,13
TSMA22,643,chunk36,FA2,21448917-21449845,0.928,2,3,0,2,2,A,8
TSMA22,7220,chunk37,FA1,15668705-15669471,0.766,2,2,0,2,2,A,8
TSMA22,7220,chunk38,FA1,15710148-15711393,1.245,1,0,0,1,1,C,11
TSMA22,643,chunk38,FA2,26161988-26162780,0.792,1,0,0,1,2,A,13
TSMA22,643,chunk38,FA2,26166056-26166616,0.56,0,0,0,1,0,A,5
TSMA22,643,chunk38,FA2,26183162-26183628,0.466,1,0,2,0,0,A,5
TSMA22,643,chunk38,FA1,26186810-26187708,0.898,2,0,3,2,0,C,12
TSMA22,643,chunk38,FA2,26191240-26192624,1.384,1,0,2,2,0,A,9
TSMA22,643,chunk38,FA2,26199560-26199872,0.312,1,1,0,1,1,A,12
TSMA22,643,chunk39,FA2,26530416-26532096,1.68,4,4,0,4,4,T,10
TSMA22,643,chunk39,FA2,26551008-26551304,0.296,3,3,0,2,2,C,9
TSMA22,643,chunk4,FA1,2151402-2152381,0.979,1,2,0,2,2,C,9
TSMA22,643,chunk4,FA1,2175929-2177029,1.1,1,3,0,2,1,C,11
TSMA22,7220,chunk40,FA2,16769798-16770312,0.514,2,0,3,1,0,A,7
