Date coded,Coder,Recording,Chunk,Block,Part,Length (ms),include_exclude,confidence_level,sounded_happy,sounded_soothing,sounded_loving,sounded_exited,Original Label,Duration,Comments
12:28:39 17Jan2020,TSMA11,2109,chunk26,FA1,25249904-25250976,1.072,unlabeled,2,2,2,2,0,T,15,None
12:25:30 17Jan2020,TSMA11,2109,chunk19,FA1,22712384-22713280,0.896,unlabeled,1,1,1,1,1,T,14,None
12:24:24 17Jan2020,TSMA11,2109,chunk18,FA1,20214430-20214808,0.378,unlabeled,2,2,0,1,1,T,23,None
12:25:09 17Jan2020,TSMA11,2109,chunk18,FA1,20226792-20227076,0.284,unlabeled,2,2,0,2,2,T,21,None
12:24:46 17Jan2020,TSMA11,2109,chunk18,FA1,20221108-20221570,0.462,unlabeled,2,2,0,1,2,T,20,None
12:29:28 17Jan2020,TSMA11,2109,chunk31,FA1,30760496-30760800,0.304,unlabeled,2,2,0,1,3,T,11,None
12:29:44 17Jan2020,TSMA11,2109,chunk31,FA1,30768460-30768992,0.532,unlabeled,2,1,0,1,3,T,13,None
12:28:55 17Jan2020,TSMA11,2109,chunk28,FA1,29290304-29290976,0.672,unlabeled,2,2,0,2,2,T,11,None
12:29:13 17Jan2020,TSMA11,2109,chunk28,FA1,29295990-29296388,0.398,unlabeled,2,1,0,0,1,T,16,None
12:27:12 17Jan2020,TSMA11,2109,chunk24,FA1,24357316-24357612,0.296,unlabeled,2,0,1,1,0,T,10,None
12:27:34 17Jan2020,TSMA11,2109,chunk25,FA1,24596984-24597664,0.68,unlabeled,2,2,0,2,2,T,15,None
12:27:48 17Jan2020,TSMA11,2109,chunk25,FA1,24619425-24619972,0.547,unlabeled,1,2,1,1,2,T,11,None
12:19:37 17Jan2020,TSMA11,2109,chunk8,FA1,4344579-4344940,0.361,unlabeled,3,2,0,1,3,T,17,None
12:20:45 17Jan2020,TSMA11,2109,chunk8,FA1,4370749-4371725,0.976,unlabeled,2,3,0,1,3,T,17,None
12:20:26 17Jan2020,TSMA11,2109,chunk8,FA1,4347224-4347914,0.69,unlabeled,2,1,0,1,0,T,20,None
12:18:57 17Jan2020,TSMA11,2109,chunk8,FA1,4331305-4331502,0.197,unlabeled,3,0,2,2,0,T,15,None
12:18:23 17Jan2020,TSMA11,2109,chunk8,FA1,4328280-4328639,0.359,unlabeled,3,0,0,1,0,T,12,None
12:18:38 17Jan2020,TSMA11,2109,chunk8,FA1,4328834-4329069,0.235,unlabeled,2,0,0,0,0,T,12,None
12:20:04 17Jan2020,TSMA11,2109,chunk8,FA1,4346605-4346841,0.236,unlabeled,3,2,0,1,2,T,21,None
12:19:15 17Jan2020,TSMA11,2109,chunk8,FA1,4338665-4338989,0.324,unlabeled,1,1,1,1,1,T,16,None
12:13:23 17Jan2020,TSMA11,2109,chunk3,FA1,3673484-3676022,2.538,unlabeled,3,0,2,2,0,T,29,None
12:13:41 17Jan2020,TSMA11,2109,chunk3,FA1,3676723-3677069,0.346,unlabeled,2,1,0,1,2,T,15,None
12:12:24 17Jan2020,TSMA11,2109,chunk2,FA1,3606215-3606377,0.162,unlabeled,1,2,0,2,2,T,26,None
12:12:48 17Jan2020,TSMA11,2109,chunk2,FA1,3650280-3651174,0.894,unlabeled,3,0,2,1,0,T,22,None
12:11:51 17Jan2020,TSMA11,2109,chunk1,FA1,3593258-3593900,0.642,unlabeled,2,3,1,3,2,T,29,None
12:10:48 17Jan2020,TSMA11,2109,chunk1,FA1,3544029-3545144,1.115,unlabeled,3,0,3,1,0,T,51,None
12:11:18 17Jan2020,TSMA11,2109,chunk1,FA1,3579785-3580395,0.61,unlabeled,2,0,1,2,0,T,28,None
12:30:03 17Jan2020,TSMA11,2109,chunk32,FA1,31660680-31660968,0.288,unlabeled,2,2,0,0,2,T,14,None
12:17:51 17Jan2020,TSMA11,2109,chunk7,FA1,4184903-4185702,0.799,unlabeled,3,2,0,0,0,T,20,None
12:15:56 17Jan2020,TSMA11,2109,chunk6,FA1,4104430-4104798,0.368,unlabeled,2,1,1,1,0,T,32,None
12:16:29 17Jan2020,TSMA11,2109,chunk6,FA1,4127990-4129054,1.064,unlabeled,1,1,0,0,2,T,31,None
12:17:25 17Jan2020,TSMA11,2109,chunk6,FA1,4137008-4137831,0.823,unlabeled,2,0,2,2,0,T,34,None
12:14:43 17Jan2020,TSMA11,2109,chunk6,FA1,4095542-4095903,0.361,unlabeled,3,0,2,1,0,T,18,None
12:15:22 17Jan2020,TSMA11,2109,chunk6,FA1,4102388-4102896,0.508,unlabeled,3,2,2,2,2,T,20,None
12:14:59 17Jan2020,TSMA11,2109,chunk6,FA1,4098584-4098812,0.228,unlabeled,3,3,0,2,2,T,14,None
12:14:19 17Jan2020,TSMA11,2109,chunk5,FA1,4030674-4030807,0.133,unlabeled,2,2,0,0,2,T,17,None
12:25:49 17Jan2020,TSMA11,2109,chunk21,FA1,22855732-22856108,0.376,unlabeled,3,0,2,2,0,T,15,None
12:38:12 17Jan2020,TSMA11,8787,chunk13,FA2,9143766-9144855,1.089,unlabeled,2,3,0,1,3,T,14,None
12:37:56 17Jan2020,TSMA11,8787,chunk13,FA2,9132966-9133988,1.022,unlabeled,3,2,2,3,3,T,21,None
12:37:07 17Jan2020,TSMA11,8787,chunk12,FA2,9057065-9057565,0.5,unlabeled,2,2,0,2,1,T,16,None
12:37:29 17Jan2020,TSMA11,8787,chunk12,FA2,9088700-9089200,0.5,unlabeled,2,2,0,2,2,T,16,None
12:39:30 17Jan2020,TSMA11,8787,chunk18,FA2,9500970-9501470,0.5,unlabeled,2,2,0,1,1,T,17,None
12:39:54 17Jan2020,TSMA11,8787,chunk18,FA2,9526050-9526600,0.55,unlabeled,2,1,0,1,1,T,21,None
12:39:09 17Jan2020,TSMA11,8787,chunk17,FA2,9390142-9390804,0.662,unlabeled,2,2,0,1,3,T,12,None
12:44:21 17Jan2020,TSMA11,8787,chunk38,FA1,25687416-25688388,0.972,unlabeled,2,1,0,1,2,A,18,None
12:44:00 17Jan2020,TSMA11,8787,chunk38,FA1,25684779-25685401,0.622,unlabeled,2,0,2,1,0,A,13,None
12:38:51 17Jan2020,TSMA11,8787,chunk14,FA2,9202608-9205123,2.515,unlabeled,2,0,0,1,0,A,16,None
12:38:32 17Jan2020,TSMA11,8787,chunk14,FA2,9183157-9184142,0.985,unlabeled,2,1,1,1,0,T,14,None
12:40:06 17Jan2020,TSMA11,8787,chunk20,FA1,14545620-14546254,0.634,unlabeled,2,0,2,2,0,C,9,None
12:40:25 17Jan2020,TSMA11,8787,chunk21,FA1,14601533-14601986,0.453,unlabeled,2,0,2,2,1,C,14,None
12:40:46 17Jan2020,TSMA11,8787,chunk21,FA1,14654466-14654861,0.395,unlabeled,2,2,0,2,2,C,18,None
12:42:15 17Jan2020,TSMA11,8787,chunk31,FA2,19487165-19487565,0.4,unlabeled,2,2,0,1,2,T,15,None
12:41:21 17Jan2020,TSMA11,8787,chunk27,FA1,15261275-15261815,0.54,unlabeled,2,2,2,2,1,T,12,None
12:41:08 17Jan2020,TSMA11,8787,chunk27,FA1,15247140-15247970,0.83,unlabeled,2,1,2,2,0,T,11,None
12:41:41 17Jan2020,TSMA11,8787,chunk30,FA2,19405200-19407670,2.47,unlabeled,2,2,1,1,3,T,16,None
12:41:56 17Jan2020,TSMA11,8787,chunk30,FA2,19437965-19438269,0.304,unlabeled,2,2,0,2,1,T,13,None
12:42:33 17Jan2020,TSMA11,8787,chunk32,FA2,19515289-19516639,1.35,unlabeled,2,3,0,2,3,A,13,None
12:43:25 17Jan2020,TSMA11,8787,chunk32,FA2,19543969-19547395,3.426,unlabeled,2,0,0,0,2,C,25,None
12:42:57 17Jan2020,TSMA11,8787,chunk32,FA2,19535129-19537143,2.014,unlabeled,2,0,0,1,2,C,23,None
12:44:39 17Jan2020,TSMA11,8787,chunk47,FA2,28186905-28188000,1.095,unlabeled,3,3,0,3,4,T,14,None
12:43:42 17Jan2020,TSMA11,8787,chunk37,FA1,25568287-25570482,2.195,unlabeled,2,0,0,0,3,C,14,None
12:30:50 17Jan2020,TSMA12,7220,chunk28,FA3,10140781-10142982,2.201,unlabeled,2,1,0,0,0,A,7,None
12:31:56 17Jan2020,TSMA12,7220,chunk38,FA1,15710148-15711393,1.245,unlabeled,1,0,0,0,0,C,7,None
12:30:27 17Jan2020,TSMA12,7220,chunk23,FA2,6314238-6315155,0.917,unlabeled,2,1,0,0,1,A,7,None
12:31:46 17Jan2020,TSMA12,7220,chunk37,FA1,15668705-15669471,0.766,unlabeled,3,1,0,0,0,A,6,None
12:31:12 17Jan2020,TSMA12,7220,chunk31,FA3,10331446-10332114,0.668,unlabeled,3,1,0,0,1,A,6,None
12:31:21 17Jan2020,TSMA12,7220,chunk31,FA3,10333771-10334051,0.28,unlabeled,3,1,0,0,1,A,8,None
12:31:03 17Jan2020,TSMA12,7220,chunk30,FA2,10259792-10260960,1.168,unlabeled,4,3,0,1,3,A,10,None
12:30:41 17Jan2020,TSMA12,7220,chunk24,FA1,6382150-6384698,2.548,unlabeled,2,0,0,0,0,A,12,None
12:32:15 17Jan2020,TSMA12,7220,chunk41,FA2,16862720-16863544,0.824,unlabeled,3,0,0,0,0,A,5,None
12:30:17 17Jan2020,TSMA12,7220,chunk5,FA2,2277112-2277846,0.734,unlabeled,3,1,1,0,0,C,7,None
12:31:38 17Jan2020,TSMA12,7220,chunk33,FA1,15234570-15235390,0.82,unlabeled,2,1,0,0,0,T,6,None
12:31:30 17Jan2020,TSMA12,7220,chunk33,FA1,15227970-15228840,0.87,unlabeled,3,0,0,0,0,T,6,None
12:32:33 17Jan2020,TSMA12,7220,chunk45,FA1,22553842-22554290,0.448,unlabeled,3,0,0,0,0,A,8,None
12:32:24 17Jan2020,TSMA12,7220,chunk45,FA1,22509634-22510507,0.873,unlabeled,2,0,0,0,0,A,6,None
12:32:07 17Jan2020,TSMA12,7220,chunk40,FA2,16769798-16770312,0.514,unlabeled,4,0,0,0,0,A,7,None
12:33:54 17Jan2020,TSMA12,7220,chunk52,FA4,30659890-30661112,1.222,unlabeled,2,1,0,0,0,A,5,None
12:32:54 17Jan2020,TSMA12,7220,chunk51,FA1,30594186-30594776,0.59,unlabeled,3,0,0,0,2,A,8,None
12:33:06 17Jan2020,TSMA12,7220,chunk51,FA1,30610467-30610937,0.47,unlabeled,2,0,0,0,2,A,10,None
12:33:35 17Jan2020,TSMA12,7220,chunk51,FA4,30644641-30645436,0.795,unlabeled,3,3,0,0,3,A,6,None
12:33:27 17Jan2020,TSMA12,7220,chunk51,FA4,30641566-30642573,1.007,unlabeled,3,2,0,0,3,A,11,None
12:33:15 17Jan2020,TSMA12,7220,chunk51,FA4,30631976-30632598,0.622,unlabeled,2,1,0,0,2,A,7,None
12:33:46 17Jan2020,TSMA12,7220,chunk51,FA4,30646015-30648287,2.272,unlabeled,3,1,0,0,1,A,10,None
12:32:43 17Jan2020,TSMA12,7220,chunk50,FA1,30484060-30484490,0.43,unlabeled,2,0,0,0,0,T,7,None
12:25:05 17Jan2020,TSMA12,0643,chunk39,FA2,26530416-26532096,1.68,unlabeled,3,2,0,1,3,T,12,None
12:25:12 17Jan2020,TSMA12,0643,chunk39,FA2,26551008-26551304,0.296,unlabeled,1,0,0,0,1,C,6,None
12:20:12 17Jan2020,TSMA12,0643,chunk13,FA1,11278211-11279081,0.87,unlabeled,4,1,1,0,0,T,18,None
12:20:34 17Jan2020,TSMA12,0643,chunk13,FA1,11283035-11283520,0.485,unlabeled,4,0,1,0,0,T,10,None
12:20:45 17Jan2020,TSMA12,0643,chunk13,FA1,11288834-11290778,1.944,unlabeled,3,0,0,0,0,T,9,None
12:20:58 17Jan2020,TSMA12,0643,chunk13,FA1,11291655-11293667,2.012,unlabeled,4,0,0,0,0,T,11,None
12:19:50 17Jan2020,TSMA12,0643,chunk13,FA1,11276259-11276870,0.611,unlabeled,4,1,0,0,0,T,21,None
12:20:22 17Jan2020,TSMA12,0643,chunk13,FA1,11280553-11281555,1.002,unlabeled,4,0,0,0,0,T,9,None
12:19:20 17Jan2020,TSMA12,0643,chunk11,FA1,11135799-11136280,0.481,unlabeled,4,0,1,0,0,T,10,None
12:19:08 17Jan2020,TSMA12,0643,chunk11,FA1,11130100-11130710,0.61,unlabeled,4,0,0,0,0,T,11,None
12:22:00 17Jan2020,TSMA12,0643,chunk17,FA2,14258333-14259264,0.931,unlabeled,2,0,0,0,1,C,9,None
12:21:37 17Jan2020,TSMA12,0643,chunk16,FA1,11450262-11451442,1.18,unlabeled,3,1,0,0,1,T,7,None
12:21:48 17Jan2020,TSMA12,0643,chunk16,FA1,11460013-11460782,0.769,unlabeled,4,1,1,0,0,T,9,None
12:21:26 17Jan2020,TSMA12,0643,chunk15,FA1,11402131-11403831,1.7,unlabeled,4,0,0,0,0,C,7,None
12:21:17 17Jan2020,TSMA12,0643,chunk15,FA1,11395987-11397225,1.238,unlabeled,4,0,0,0,0,C,15,None
12:22:17 17Jan2020,TSMA12,0643,chunk19,FA2,14331953-14335836,3.883,unlabeled,2,0,0,0,0,C,11,None
12:23:52 17Jan2020,TSMA12,0643,chunk36,FA2,21448917-21449845,0.928,unlabeled,2,2,0,0,1,A,9,None
12:23:27 17Jan2020,TSMA12,0643,chunk30,FA1,20518422-20520287,1.865,unlabeled,4,0,0,0,0,C,8,None
12:23:41 17Jan2020,TSMA12,0643,chunk32,FA1,20648000-20648686,0.686,unlabeled,3,1,0,0,1,C,8,None
12:18:18 17Jan2020,TSMA12,0643,chunk4,FA1,2151402-2152381,0.979,unlabeled,4,0,1,0,0,C,18,None
12:18:30 17Jan2020,TSMA12,0643,chunk4,FA1,2175929-2177029,1.1,unlabeled,4,0,0,0,0,C,11,None
12:29:53 17Jan2020,TSMA12,0643,chunk51,FA1,30552436-30554260,1.824,unlabeled,3,2,0,0,2,A,15,None
12:29:36 17Jan2020,TSMA12,0643,chunk51,FA1,30536680-30539238,2.558,unlabeled,3,1,0,0,0,A,8,None
12:30:01 17Jan2020,TSMA12,0643,chunk51,FA1,30555748-30556070,0.322,unlabeled,3,0,0,0,0,A,5,None
12:29:25 17Jan2020,TSMA12,0643,chunk50,FA1,29955716-29956736,1.02,unlabeled,4,0,0,0,0,A,6,None
12:18:54 17Jan2020,TSMA12,0643,chunk9,FA2,5197156-5197796,0.64,unlabeled,3,0,0,0,0,T,9,None
12:17:56 17Jan2020,TSMA12,0643,chunk2,FA1,2016491-2017690,1.199,unlabeled,4,0,1,0,0,C,10,None
12:17:43 17Jan2020,TSMA12,0643,chunk1,FA1,1970580-1971675,1.095,unlabeled,4,0,1,0,0,C,10,None
12:18:41 17Jan2020,TSMA12,0643,chunk5,FA1,2225833-2226779,0.946,unlabeled,4,0,0,0,0,C,8,None
12:24:50 17Jan2020,TSMA12,0643,chunk38,FA2,26199560-26199872,0.312,unlabeled,1,0,0,0,0,A,5,None
12:24:32 17Jan2020,TSMA12,0643,chunk38,FA2,26183162-26183628,0.466,unlabeled,1,0,0,0,0,A,9,None
12:24:12 17Jan2020,TSMA12,0643,chunk38,FA2,26161988-26162780,0.792,unlabeled,2,1,0,0,1,A,6,None
12:24:21 17Jan2020,TSMA12,0643,chunk38,FA2,26166056-26166616,0.56,unlabeled,2,0,0,0,0,A,7,None
12:24:44 17Jan2020,TSMA12,0643,chunk38,FA2,26191240-26192624,1.384,unlabeled,1,0,0,0,0,A,10,None
12:24:03 17Jan2020,TSMA12,0643,chunk38,FA1,26186810-26187708,0.898,unlabeled,2,0,0,0,0,C,8,None
12:22:31 17Jan2020,TSMA12,0643,chunk23,FA1,16625000-16625952,0.952,unlabeled,4,0,1,0,0,C,10,None
12:22:57 17Jan2020,TSMA12,0643,chunk23,FA1,16631309-16634177,2.868,unlabeled,3,0,0,0,0,C,10,None
12:22:45 17Jan2020,TSMA12,0643,chunk23,FA1,16627528-16629715,2.187,unlabeled,4,0,0,0,0,C,12,None
12:23:14 17Jan2020,TSMA12,0643,chunk23,FA1,16647405-16648714,1.309,unlabeled,4,0,0,0,0,C,6,None
12:23:07 17Jan2020,TSMA12,0643,chunk23,FA1,16635372-16635975,0.603,unlabeled,4,0,0,0,0,C,8,None
12:29:00 17Jan2020,TSMA12,0643,chunk48,FA1,28458098-28459792,1.694,unlabeled,3,0,0,0,1,A,7,None
12:29:16 17Jan2020,TSMA12,0643,chunk49,FA1,28543056-28544596,1.54,unlabeled,3,0,0,0,0,C,13,None
12:27:49 17Jan2020,TSMA12,0643,chunk44,FA2,26892220-26892602,0.382,unlabeled,2,1,0,0,1,T,8,None
12:27:39 17Jan2020,TSMA12,0643,chunk44,FA2,26875950-26876216,0.266,unlabeled,2,1,0,0,1,T,6,None
12:27:31 17Jan2020,TSMA12,0643,chunk44,FA1,26914270-26914732,0.462,unlabeled,3,0,0,0,0,C,7,None
12:27:58 17Jan2020,TSMA12,0643,chunk45,FA1,28254346-28254820,0.474,unlabeled,2,1,0,0,0,C,7,None
12:28:12 17Jan2020,TSMA12,0643,chunk46,FA1,28333736-28334228,0.492,unlabeled,2,1,0,0,1,A,9,None
12:28:49 17Jan2020,TSMA12,0643,chunk47,FA1,28439326-28440578,1.252,unlabeled,2,0,0,0,0,A,6,None
12:28:33 17Jan2020,TSMA12,0643,chunk47,FA1,28399200-28400742,1.542,unlabeled,3,0,0,0,0,C,9,None
12:28:42 17Jan2020,TSMA12,0643,chunk47,FA1,28428962-28431014,2.052,unlabeled,2,0,0,0,1,A,8,None
12:28:22 17Jan2020,TSMA12,0643,chunk47,FA1,28396592-28398016,1.424,unlabeled,3,0,0,0,0,C,7,None
12:25:23 17Jan2020,TSMA12,0643,chunk40,FA2,26567156-26567672,0.516,unlabeled,2,1,0,1,1,C,8,None
12:25:41 17Jan2020,TSMA12,0643,chunk40,FA2,26592052-26592956,0.904,unlabeled,1,0,0,0,0,C,7,None
12:26:12 17Jan2020,TSMA12,0643,chunk40,FA2,26605792-26606719,0.927,unlabeled,2,0,0,0,0,C,8,None
12:25:50 17Jan2020,TSMA12,0643,chunk40,FA2,26594990-26596112,1.122,unlabeled,1,0,0,0,0,C,7,None
12:25:32 17Jan2020,TSMA12,0643,chunk40,FA2,26574169-26574780,0.611,unlabeled,1,1,1,1,0,C,7,None
12:26:03 17Jan2020,TSMA12,0643,chunk40,FA2,26597940-26598376,0.436,unlabeled,2,0,0,0,0,C,10,None
12:26:24 17Jan2020,TSMA12,0643,chunk41,FA2,26653844-26655408,1.564,unlabeled,3,0,0,0,0,C,8,None
12:26:40 17Jan2020,TSMA12,0643,chunk42,FA2,26688700-26690145,1.445,unlabeled,2,0,0,0,3,C,11,None
12:26:48 17Jan2020,TSMA12,0643,chunk42,FA2,26705730-26706392,0.662,unlabeled,1,1,0,0,1,C,6,None
12:27:21 17Jan2020,TSMA12,0643,chunk43,FA2,26776314-26776764,0.45,unlabeled,2,1,0,0,1,T,6,None
12:27:05 17Jan2020,TSMA12,0643,chunk43,FA2,26765672-26766716,1.044,unlabeled,2,0,0,0,0,C,15,None
12:27:14 17Jan2020,TSMA12,0643,chunk43,FA2,26774544-26775095,0.551,unlabeled,2,1,0,0,2,T,7,None
12:17:00 17Jan2020,TSMA12,2625,chunk28,FA1,16704842-16705456,0.614,unlabeled,1,1,0,0,1,T,15,None
12:16:00 17Jan2020,TSMA12,2625,chunk17,FA1,12359701-12360702,1.001,unlabeled,4,0,0,0,0,C,13,None
12:14:51 17Jan2020,TSMA12,2625,chunk15,FA1,10009239-10010020,0.781,unlabeled,4,0,0,0,0,T,14,None
12:15:31 17Jan2020,TSMA12,2625,chunk15,FA1,9977706-9978000,0.294,unlabeled,4,1,0,0,1,T,9,None
12:15:05 17Jan2020,TSMA12,2625,chunk15,FA1,10016585-10017025,0.44,unlabeled,4,0,0,0,0,T,11,None
12:15:20 17Jan2020,TSMA12,2625,chunk15,FA1,10033418-10034212,0.794,unlabeled,4,0,0,0,0,T,12,None
12:14:35 17Jan2020,TSMA12,2625,chunk15,FA1,10006988-10007435,0.447,unlabeled,0,1,1,0,0,T,14,None
12:15:43 17Jan2020,TSMA12,2625,chunk15,FA1,9996590-9997840,1.25,unlabeled,4,0,0,0,0,T,9,None
12:17:23 17Jan2020,TSMA12,2625,chunk34,FA1,27374608-27374951,0.343,unlabeled,2,1,0,0,2,C,19,None
12:16:17 17Jan2020,TSMA12,2625,chunk18,FA1,12394154-12394895,0.741,unlabeled,1,0,0,0,0,C,11,None
12:16:40 17Jan2020,TSMA12,2625,chunk27,FA1,16659273-16660534,1.261,unlabeled,2,1,0,0,0,T,17,None
12:13:55 17Jan2020,TSMA12,2625,chunk2,FA1,2732315-2733314,0.999,unlabeled,0,1,0,0,1,T,62,None
13:47:03 17Jan2020,TSMA13,6216,chunk12,FA1,6393264-6394664,1.4,unlabeled,3,3,3,4,4,T,19,None
13:47:20 17Jan2020,TSMA13,6216,chunk12,FA1,6441319-6443908,2.589,unlabeled,3,4,4,4,4,T,15,None
13:46:42 17Jan2020,TSMA13,6216,chunk12,FA1,6383249-6383509,0.26,unlabeled,3,2,2,3,3,T,15,None
13:52:29 17Jan2020,TSMA13,6216,chunk28,FA1,17832815-17833135,0.32,unlabeled,2,2,0,0,2,T,40,None
13:52:46 17Jan2020,TSMA13,6216,chunk28,FA1,17847385-17848000,0.615,unlabeled,3,0,2,3,1,T,15,None
13:53:04 17Jan2020,TSMA13,6216,chunk39,FA1,24007921-24008439,0.518,unlabeled,3,0,1,2,0,T,14,None
13:49:03 17Jan2020,TSMA13,6216,chunk15,FA1,6611372-6612953,1.581,unlabeled,2,0,0,0,1,A,25,None
13:48:12 17Jan2020,TSMA13,6216,chunk14,FA1,6531076-6532705,1.629,unlabeled,2,3,2,3,4,T,29,None
13:47:41 17Jan2020,TSMA13,6216,chunk14,FA1,6527624-6528366,0.742,unlabeled,3,3,3,4,3,T,18,None
13:48:32 17Jan2020,TSMA13,6216,chunk14,FA4,6554480-6554900,0.42,unlabeled,2,0,0,0,2,A,17,None
13:50:04 17Jan2020,TSMA13,6216,chunk22,FA1,8899420-8900240,0.82,unlabeled,3,2,2,1,1,T,33,None
13:50:25 17Jan2020,TSMA13,6216,chunk22,FA1,8925155-8925855,0.7,unlabeled,3,1,3,4,2,T,19,None
13:50:42 17Jan2020,TSMA13,6216,chunk23,FA1,13959689-13960788,1.099,unlabeled,3,1,3,3,2,A,14,None
13:49:27 17Jan2020,TSMA13,6216,chunk19,FA1,7598640-7599983,1.343,unlabeled,3,2,1,2,3,T,21,None
13:51:17 17Jan2020,TSMA13,6216,chunk26,FA1,14203533-14205168,1.635,unlabeled,3,3,3,4,4,A,14,None
13:51:45 17Jan2020,TSMA13,6216,chunk27,FA1,16611490-16612680,1.19,unlabeled,2,1,0,0,1,T,22,None
13:51:00 17Jan2020,TSMA13,6216,chunk25,FA1,14149402-14152358,2.956,unlabeled,3,0,1,1,0,A,14,None
13:46:23 17Jan2020,TSMA13,6216,chunk8,FA1,3515940-3516796,0.856,unlabeled,3,0,1,2,1,T,14,None
13:45:07 17Jan2020,TSMA13,6216,chunk6,FA1,3379906-3381336,1.43,unlabeled,3,3,2,3,4,T,24,None
13:45:41 17Jan2020,TSMA13,6216,chunk6,FA1,3416695-3417536,0.841,unlabeled,2,0,0,0,3,T,31,None
13:46:04 17Jan2020,TSMA13,6216,chunk6,FA1,3418508-3419292,0.784,unlabeled,2,0,0,0,2,T,21,None
13:53:45 17Jan2020,TSMA13,6216,chunk44,FA1,27346765-27347395,0.63,unlabeled,3,0,1,2,1,T,12,None
13:43:27 17Jan2020,TSMA13,6216,chunk2,FA1,1571982-1572568,0.586,unlabeled,3,1,1,1,0,T,21,None
13:44:10 17Jan2020,TSMA13,6216,chunk2,FA1,1593641-1594978,1.337,unlabeled,2,0,2,3,0,T,41,None
13:54:06 17Jan2020,TSMA13,6216,chunk46,FA1,29105449-29105838,0.389,unlabeled,3,1,2,3,3,A,16,None
13:53:30 17Jan2020,TSMA13,6216,chunk40,FA3,24044935-24045985,1.05,unlabeled,2,0,0,0,2,T,22,None
13:42:15 17Jan2020,TSMA13,6216,chunk1,FA1,896410-897570,1.16,unlabeled,2,3,1,2,3,T,56,None
13:42:35 17Jan2020,TSMA13,6216,chunk1,FA1,903695-906725,3.03,unlabeled,3,4,2,4,4,T,17,None
13:43:01 17Jan2020,TSMA13,6216,chunk1,FA1,921780-923340,1.56,unlabeled,3,3,2,3,4,T,24,None
13:44:33 17Jan2020,TSMA13,6216,chunk5,FA1,1856421-1857458,1.037,unlabeled,3,0,3,4,1,T,18,None
14:02:03 17Jan2020,TSMA13,7326,chunk28,FA1,18525254-18527720,2.466,unlabeled,2,2,3,3,2,T,10,None
14:02:14 17Jan2020,TSMA13,7326,chunk28,FA1,18534227-18534876,0.649,unlabeled,3,2,2,4,4,T,10,None
14:02:33 17Jan2020,TSMA13,7326,chunk29,FA1,18576890-18577683,0.793,unlabeled,3,3,2,3,4,T,11,None
14:02:55 17Jan2020,TSMA13,7326,chunk29,FA1,18601468-18602461,0.993,unlabeled,3,3,3,4,4,C,9,None
14:03:13 17Jan2020,TSMA13,7326,chunk29,FA1,18603256-18604790,1.534,unlabeled,3,3,2,3,3,C,17,None
14:02:45 17Jan2020,TSMA13,7326,chunk29,FA1,18578870-18580584,1.714,unlabeled,3,3,2,3,4,T,10,None
13:57:30 17Jan2020,TSMA13,7326,chunk23,FA1,14995127-14996124,0.997,unlabeled,2,0,0,0,2,T,19,None
14:00:54 17Jan2020,TSMA13,7326,chunk26,FA1,18405145-18405655,0.51,unlabeled,3,0,0,0,2,T,8,None
14:00:20 17Jan2020,TSMA13,7326,chunk26,FA1,18395713-18397176,1.463,unlabeled,3,0,2,3,2,T,13,None
14:01:37 17Jan2020,TSMA13,7326,chunk26,FA1,18423398-18423828,0.43,unlabeled,3,3,1,3,4,T,9,None
14:01:04 17Jan2020,TSMA13,7326,chunk26,FA1,18409602-18410719,1.117,unlabeled,3,2,2,3,3,T,9,None
14:01:26 17Jan2020,TSMA13,7326,chunk26,FA1,18422117-18422730,0.613,unlabeled,2,3,3,4,2,T,8,None
14:01:16 17Jan2020,TSMA13,7326,chunk26,FA1,18412204-18413393,1.189,unlabeled,3,2,3,4,3,T,10,None
14:00:44 17Jan2020,TSMA13,7326,chunk26,FA1,18402613-18403959,1.346,unlabeled,2,0,0,1,2,T,9,None
14:00:06 17Jan2020,TSMA13,7326,chunk26,FA1,18388405-18388981,0.576,unlabeled,3,3,3,2,3,T,13,None
14:00:33 17Jan2020,TSMA13,7326,chunk26,FA1,18399092-18399692,0.6,unlabeled,2,1,1,1,2,T,12,None
14:01:50 17Jan2020,TSMA13,7326,chunk26,FA1,18424348-18425015,0.667,unlabeled,2,2,2,2,1,T,11,None
13:58:04 17Jan2020,TSMA13,7326,chunk24,FA1,15076500-15078229,1.729,unlabeled,3,0,1,1,3,T,17,None
13:57:46 17Jan2020,TSMA13,7326,chunk24,FA1,15047442-15048349,0.907,unlabeled,2,1,0,0,2,T,13,None
13:59:22 17Jan2020,TSMA13,7326,chunk24,FA1,15089434-15090934,1.5,unlabeled,2,1,0,1,3,T,21,None
13:58:31 17Jan2020,TSMA13,7326,chunk24,FA1,15079106-15079778,0.672,unlabeled,2,2,1,1,3,T,25,None
13:58:50 17Jan2020,TSMA13,7326,chunk24,FA1,15085418-15086016,0.598,unlabeled,2,0,0,1,2,T,17,None
13:58:59 17Jan2020,TSMA13,7326,chunk24,FA1,15088057-15088786,0.729,unlabeled,2,0,0,0,2,T,8,None
13:59:39 17Jan2020,TSMA13,7326,chunk25,FA1,15114549-15114909,0.36,unlabeled,3,3,0,0,3,T,14,None
13:59:50 17Jan2020,TSMA13,7326,chunk25,FA1,15122295-15122754,0.459,unlabeled,3,2,0,0,3,T,10,None
